,localminute,grid,ground_truth
94,31-07-2019 19:01,0.365,0
95,31-07-2019 19:01,0.375,0
96,31-07-2019 19:01,0.368,0
97,31-07-2019 19:01,0.386,0
98,31-07-2019 19:01,0.365,0
99,31-07-2019 19:01,0.375,0
100,31-07-2019 19:01,0.367,0
101,31-07-2019 19:01,0.375,0
102,31-07-2019 19:01,0.364,0
103,31-07-2019 19:01,0.379,0
104,31-07-2019 19:01,0.371,0
105,31-07-2019 19:01,0.376,0
106,31-07-2019 19:01,0.369,0
107,31-07-2019 19:01,0.377,0
108,31-07-2019 19:01,0.364,0
109,31-07-2019 19:01,0.38,0
110,31-07-2019 19:01,0.372,0
111,31-07-2019 19:01,0.381,0
112,31-07-2019 19:01,0.371,0
113,31-07-2019 19:01,0.38,0
114,31-07-2019 19:01,0.368,0
115,31-07-2019 19:01,0.382,0
116,31-07-2019 19:01,0.367,0
117,31-07-2019 19:01,0.38,0
118,31-07-2019 19:01,0.371,0
119,31-07-2019 19:01,0.376,0
120,31-07-2019 19:01,0.372,0
121,31-07-2019 19:01,0.385,0
122,31-07-2019 19:01,0.374,0
123,31-07-2019 19:01,0.381,0
124,31-07-2019 19:01,0.371,0
125,31-07-2019 19:01,0.378,0
126,31-07-2019 19:01,0.373,0
127,31-07-2019 19:01,0.382,0
128,31-07-2019 19:01,0.376,0
129,31-07-2019 19:01,0.382,0
130,31-07-2019 19:01,0.376,0
131,31-07-2019 19:01,0.38,0
132,31-07-2019 19:02,0.38,0
133,31-07-2019 19:02,0.391,0
134,31-07-2019 19:02,0.375,0
135,31-07-2019 19:02,0.387,0
136,31-07-2019 19:02,0.376,0
137,31-07-2019 19:02,0.381,0
138,31-07-2019 19:02,0.375,0
139,31-07-2019 19:02,0.389,0
140,31-07-2019 19:02,0.388,0
141,31-07-2019 19:02,0.388,0
142,31-07-2019 19:02,0.38,0
143,31-07-2019 19:02,0.385,0
144,31-07-2019 19:02,0.376,0
145,31-07-2019 19:02,0.399,0
146,31-07-2019 19:02,0.386,0
147,31-07-2019 19:02,0.395,0
148,31-07-2019 19:02,0.389,0
149,31-07-2019 19:02,0.395,0
150,31-07-2019 19:02,0.386,0
151,31-07-2019 19:02,0.399,0
152,31-07-2019 19:02,0.389,0
153,31-07-2019 19:02,0.396,0
154,31-07-2019 19:02,0.389,0
155,31-07-2019 19:02,0.394,0
156,31-07-2019 19:02,0.386,0
157,31-07-2019 19:02,0.398,0
158,31-07-2019 19:02,0.389,0
159,31-07-2019 19:02,0.393,0
160,31-07-2019 19:02,0.386,0
161,31-07-2019 19:02,0.394,0
162,31-07-2019 19:02,0.382,0
163,31-07-2019 19:02,0.396,0
164,31-07-2019 19:02,0.384,0
165,31-07-2019 19:02,0.394,0
166,31-07-2019 19:02,0.39,0
167,31-07-2019 19:02,0.395,0
168,31-07-2019 19:02,0.387,0
169,31-07-2019 19:02,0.401,0
170,31-07-2019 19:02,0.385,0
171,31-07-2019 19:02,0.396,0
172,31-07-2019 19:02,0.392,0
173,31-07-2019 19:02,0.394,0
174,31-07-2019 19:02,0.388,0
175,31-07-2019 19:02,0.401,0
176,31-07-2019 19:02,0.386,0
177,31-07-2019 19:02,0.395,0
178,31-07-2019 19:02,0.387,0
179,31-07-2019 19:02,0.395,0
180,31-07-2019 19:02,0.384,0
181,31-07-2019 19:02,0.4,0
182,31-07-2019 19:02,0.386,0
183,31-07-2019 19:02,0.399,0
184,31-07-2019 19:02,0.394,0
185,31-07-2019 19:02,0.396,0
186,31-07-2019 19:02,0.384,0
187,31-07-2019 19:02,0.389,0
188,31-07-2019 19:02,0.392,0
189,31-07-2019 19:02,0.395,0
190,31-07-2019 19:02,0.391,0
191,31-07-2019 19:02,0.398,0
192,31-07-2019 19:03,0.389,0
193,31-07-2019 19:03,0.398,0
194,31-07-2019 19:03,0.384,0
195,31-07-2019 19:03,0.395,0
196,31-07-2019 19:03,0.39,0
197,31-07-2019 19:03,0.395,0
198,31-07-2019 19:03,0.386,0
199,31-07-2019 19:03,0.394,0
200,31-07-2019 19:03,0.381,0
201,31-07-2019 19:03,0.39,0
202,31-07-2019 19:03,0.385,0
203,31-07-2019 19:03,0.392,0
204,31-07-2019 19:03,0.386,0
205,31-07-2019 19:03,0.399,0
206,31-07-2019 19:03,0.384,0
207,31-07-2019 19:03,0.393,0
208,31-07-2019 19:03,0.388,0
209,31-07-2019 19:03,0.39,0
210,31-07-2019 19:03,0.383,0
211,31-07-2019 19:03,0.397,0
212,31-07-2019 19:03,0.384,0
213,31-07-2019 19:03,0.396,0
214,31-07-2019 19:03,0.384,0
215,31-07-2019 19:03,0.395,0
216,31-07-2019 19:03,0.381,0
217,31-07-2019 19:03,0.392,0
218,31-07-2019 19:03,0.38,0
219,31-07-2019 19:03,0.389,0
220,31-07-2019 19:03,0.384,0
221,31-07-2019 19:03,0.388,0
222,31-07-2019 19:03,0.382,0
223,31-07-2019 19:03,0.39,0
224,31-07-2019 19:03,0.379,0
225,31-07-2019 19:03,0.391,0
226,31-07-2019 19:03,0.383,0
227,31-07-2019 19:03,0.392,0
228,31-07-2019 19:03,0.379,0
229,31-07-2019 19:03,0.391,0
230,31-07-2019 19:03,0.378,0
231,31-07-2019 19:03,0.388,0
232,31-07-2019 19:03,0.384,0
233,31-07-2019 19:03,0.393,0
234,31-07-2019 19:03,0.379,0
235,31-07-2019 19:03,0.392,0
236,31-07-2019 19:03,0.383,0
237,31-07-2019 19:03,0.395,0
238,31-07-2019 19:03,0.386,0
239,31-07-2019 19:03,0.395,0
240,31-07-2019 19:03,0.397,0
241,31-07-2019 19:03,0.442,0
242,31-07-2019 19:03,0.435,0
243,31-07-2019 19:03,0.419,0
244,31-07-2019 19:03,0.38,0
245,31-07-2019 19:03,0.349,0
246,31-07-2019 19:03,0.35,0
247,31-07-2019 19:03,0.388,0
248,31-07-2019 19:03,0.378,0
249,31-07-2019 19:03,0.385,0
250,31-07-2019 19:03,0.379,0
251,31-07-2019 19:03,0.389,0
252,31-07-2019 19:04,0.378,0
253,31-07-2019 19:04,0.394,0
254,31-07-2019 19:04,0.383,0
255,31-07-2019 19:04,0.391,0
256,31-07-2019 19:04,0.385,0
257,31-07-2019 19:04,0.393,0
258,31-07-2019 19:04,0.38,0
259,31-07-2019 19:04,0.396,0
260,31-07-2019 19:04,0.378,0
261,31-07-2019 19:04,0.387,0
262,31-07-2019 19:04,0.383,0
263,31-07-2019 19:04,0.4,0
264,31-07-2019 19:04,0.429,0
265,31-07-2019 19:04,0.446,0
266,31-07-2019 19:04,0.406,0
267,31-07-2019 19:04,0.387,0
268,31-07-2019 19:04,0.345,0
269,31-07-2019 19:04,0.352,0
270,31-07-2019 19:04,0.373,0
271,31-07-2019 19:04,0.393,0
272,31-07-2019 19:04,0.374,0
273,31-07-2019 19:04,0.383,0
274,31-07-2019 19:04,0.378,0
275,31-07-2019 19:04,0.384,0
276,31-07-2019 19:04,0.375,0
277,31-07-2019 19:04,0.392,0
278,31-07-2019 19:04,0.379,0
279,31-07-2019 19:04,0.386,0
280,31-07-2019 19:04,0.378,0
281,31-07-2019 19:04,0.386,0
282,31-07-2019 19:04,0.378,0
283,31-07-2019 19:04,0.385,0
284,31-07-2019 19:04,0.374,0
285,31-07-2019 19:04,0.382,0
286,31-07-2019 19:04,0.378,0
287,31-07-2019 19:04,0.385,0
288,31-07-2019 19:04,0.376,0
289,31-07-2019 19:04,0.389,0
290,31-07-2019 19:04,0.379,0
291,31-07-2019 19:04,0.384,0
292,31-07-2019 19:04,0.378,0
293,31-07-2019 19:04,0.383,0
294,31-07-2019 19:04,0.378,0
295,31-07-2019 19:04,0.386,0
296,31-07-2019 19:04,0.372,0
297,31-07-2019 19:04,0.383,0
298,31-07-2019 19:04,0.377,0
299,31-07-2019 19:04,0.38,0
300,31-07-2019 19:04,0.371,0
301,31-07-2019 19:04,0.384,0
302,31-07-2019 19:04,0.376,0
303,31-07-2019 19:04,0.384,0
304,31-07-2019 19:04,0.375,0
305,31-07-2019 19:04,0.384,0
306,31-07-2019 19:04,0.376,0
307,31-07-2019 19:04,0.384,0
308,31-07-2019 19:04,0.371,0
309,31-07-2019 19:04,0.38,0
310,31-07-2019 19:04,0.377,0
311,31-07-2019 19:04,0.381,0
312,31-07-2019 19:05,0.377,0
313,31-07-2019 19:05,0.389,0
314,31-07-2019 19:05,0.373,0
315,31-07-2019 19:05,0.383,0
316,31-07-2019 19:05,0.375,0
317,31-07-2019 19:05,0.387,0
318,31-07-2019 19:05,0.372,0
319,31-07-2019 19:05,0.386,0
320,31-07-2019 19:05,0.371,0
321,31-07-2019 19:05,0.38,0
322,31-07-2019 19:05,0.373,0
323,31-07-2019 19:05,0.382,0
324,31-07-2019 19:05,0.375,0
325,31-07-2019 19:05,0.382,0
326,31-07-2019 19:05,0.371,0
327,31-07-2019 19:05,0.382,0
328,31-07-2019 19:05,0.378,0
329,31-07-2019 19:05,0.383,0
330,31-07-2019 19:05,0.367,0
331,31-07-2019 19:05,0.381,0
332,31-07-2019 19:05,0.369,0
333,31-07-2019 19:05,0.398,0
334,31-07-2019 19:05,0.374,0
335,31-07-2019 19:05,0.384,0
336,31-07-2019 19:05,0.373,0
337,31-07-2019 19:05,0.383,0
338,31-07-2019 19:05,0.37,0
339,31-07-2019 19:05,0.382,0
340,31-07-2019 19:05,0.376,0
341,31-07-2019 19:05,0.377,0
342,31-07-2019 19:05,0.368,0
343,31-07-2019 19:05,0.38,0
344,31-07-2019 19:05,0.365,0
345,31-07-2019 19:05,0.38,0
346,31-07-2019 19:05,0.371,0
347,31-07-2019 19:05,0.378,0
348,31-07-2019 19:05,0.37,0
349,31-07-2019 19:05,0.381,0
350,31-07-2019 19:05,0.37,0
351,31-07-2019 19:05,0.378,0
352,31-07-2019 19:05,0.377,0
353,31-07-2019 19:05,0.383,0
354,31-07-2019 19:05,0.37,0
355,31-07-2019 19:05,0.386,0
356,31-07-2019 19:05,0.37,0
357,31-07-2019 19:05,0.38,0
358,31-07-2019 19:05,0.373,0
359,31-07-2019 19:05,0.379,0
360,31-07-2019 19:05,0.369,0
361,31-07-2019 19:05,0.38,0
362,31-07-2019 19:05,0.37,0
363,31-07-2019 19:05,0.378,0
364,31-07-2019 19:05,0.372,0
365,31-07-2019 19:05,0.377,0
366,31-07-2019 19:05,0.37,0
367,31-07-2019 19:05,0.384,0
368,31-07-2019 19:05,0.37,0
369,31-07-2019 19:05,0.376,0
370,31-07-2019 19:05,0.372,0
371,31-07-2019 19:05,0.378,0
372,31-07-2019 19:06,0.372,0
373,31-07-2019 19:06,0.383,0
374,31-07-2019 19:06,0.377,0
375,31-07-2019 19:06,0.381,0
376,31-07-2019 19:06,0.374,0
377,31-07-2019 19:06,0.381,0
378,31-07-2019 19:06,0.374,0
379,31-07-2019 19:06,0.384,0
380,31-07-2019 19:06,0.377,0
381,31-07-2019 19:06,0.378,0
382,31-07-2019 19:06,0.378,0
383,31-07-2019 19:06,0.383,0
384,31-07-2019 19:06,0.377,0
385,31-07-2019 19:06,0.383,0
386,31-07-2019 19:06,0.374,0
387,31-07-2019 19:06,0.379,0
388,31-07-2019 19:06,0.377,0
389,31-07-2019 19:06,0.379,0
390,31-07-2019 19:06,0.375,0
391,31-07-2019 19:06,0.383,0
392,31-07-2019 19:06,0.377,0
393,31-07-2019 19:06,0.387,0
394,31-07-2019 19:06,0.377,0
395,31-07-2019 19:06,0.386,0
396,31-07-2019 19:06,0.384,0
397,31-07-2019 19:06,0.383,0
398,31-07-2019 19:06,0.375,0
399,31-07-2019 19:06,0.382,0
400,31-07-2019 19:06,0.377,0
401,31-07-2019 19:06,0.377,0
402,31-07-2019 19:06,0.373,0
403,31-07-2019 19:06,0.384,0
404,31-07-2019 19:06,0.374,0
405,31-07-2019 19:06,0.378,0
406,31-07-2019 19:06,0.384,0
407,31-07-2019 19:06,0.387,0
408,31-07-2019 19:06,0.375,0
409,31-07-2019 19:06,0.387,0
410,31-07-2019 19:06,0.376,0
411,31-07-2019 19:06,0.381,0
412,31-07-2019 19:06,0.377,0
413,31-07-2019 19:06,0.38,0
414,31-07-2019 19:06,0.375,0
415,31-07-2019 19:06,0.384,0
416,31-07-2019 19:06,0.376,0
417,31-07-2019 19:06,0.382,0
418,31-07-2019 19:06,0.375,0
419,31-07-2019 19:06,0.383,0
420,31-07-2019 19:06,0.376,0
421,31-07-2019 19:06,0.379,0
422,31-07-2019 19:06,0.377,0
423,31-07-2019 19:06,0.385,0
424,31-07-2019 19:06,0.378,0
425,31-07-2019 19:06,0.385,0
426,31-07-2019 19:06,0.378,0
427,31-07-2019 19:06,0.39,0
428,31-07-2019 19:06,0.379,0
429,31-07-2019 19:06,0.384,0
430,31-07-2019 19:06,0.388,0
431,31-07-2019 19:06,0.38,0
432,31-07-2019 19:07,0.377,0
433,31-07-2019 19:07,0.382,0
434,31-07-2019 19:07,0.378,0
435,31-07-2019 19:07,0.383,0
436,31-07-2019 19:07,0.377,0
437,31-07-2019 19:07,0.382,0
438,31-07-2019 19:07,0.374,0
439,31-07-2019 19:07,0.389,0
440,31-07-2019 19:07,0.377,0
441,31-07-2019 19:07,0.383,0
442,31-07-2019 19:07,0.377,0
443,31-07-2019 19:07,0.384,0
444,31-07-2019 19:07,0.374,0
445,31-07-2019 19:07,0.377,0
446,31-07-2019 19:07,0.37,0
447,31-07-2019 19:07,0.372,0
448,31-07-2019 19:07,0.367,0
449,31-07-2019 19:07,0.373,0
450,31-07-2019 19:07,0.369,0
451,31-07-2019 19:07,0.379,0
452,31-07-2019 19:07,0.371,0
453,31-07-2019 19:07,0.374,0
454,31-07-2019 19:07,0.367,0
455,31-07-2019 19:07,0.375,0
456,31-07-2019 19:07,0.371,0
457,31-07-2019 19:07,0.376,0
458,31-07-2019 19:07,0.369,0
459,31-07-2019 19:07,0.377,0
460,31-07-2019 19:07,0.371,0
461,31-07-2019 19:07,0.379,0
462,31-07-2019 19:07,0.374,0
463,31-07-2019 19:07,0.382,0
464,31-07-2019 19:07,0.374,0
465,31-07-2019 19:07,0.378,0
466,31-07-2019 19:07,0.372,0
467,31-07-2019 19:07,0.378,0
468,31-07-2019 19:07,0.377,0
469,31-07-2019 19:07,0.381,0
470,31-07-2019 19:07,0.378,0
471,31-07-2019 19:07,0.383,0
472,31-07-2019 19:07,0.379,0
473,31-07-2019 19:07,0.376,0
474,31-07-2019 19:07,0.367,0
475,31-07-2019 19:07,0.388,0
476,31-07-2019 19:07,0.373,0
477,31-07-2019 19:07,0.38,0
478,31-07-2019 19:07,0.379,0
479,31-07-2019 19:07,0.379,0
480,31-07-2019 19:07,0.374,0
481,31-07-2019 19:07,0.383,0
482,31-07-2019 19:07,0.381,0
483,31-07-2019 19:07,0.384,0
484,31-07-2019 19:07,0.38,0
485,31-07-2019 19:07,0.387,0
486,31-07-2019 19:07,0.378,0
487,31-07-2019 19:07,0.384,0
488,31-07-2019 19:07,0.379,0
489,31-07-2019 19:07,0.384,0
490,31-07-2019 19:07,0.384,0
491,31-07-2019 19:07,0.385,0
492,31-07-2019 19:08,0.395,0
493,31-07-2019 19:08,0.388,0
494,31-07-2019 19:08,0.378,0
495,31-07-2019 19:08,0.384,0
496,31-07-2019 19:08,0.384,0
497,31-07-2019 19:08,0.384,0
498,31-07-2019 19:08,0.38,0
499,31-07-2019 19:08,0.387,0
500,31-07-2019 19:08,0.382,0
501,31-07-2019 19:08,0.387,0
502,31-07-2019 19:08,0.384,0
503,31-07-2019 19:08,0.385,0
504,31-07-2019 19:08,0.383,0
505,31-07-2019 19:08,0.389,0
506,31-07-2019 19:08,0.38,0
507,31-07-2019 19:08,0.388,0
508,31-07-2019 19:08,0.386,0
509,31-07-2019 19:08,0.389,0
510,31-07-2019 19:08,0.383,0
511,31-07-2019 19:08,0.389,0
512,31-07-2019 19:08,0.39,0
513,31-07-2019 19:08,0.393,0
514,31-07-2019 19:08,0.385,0
515,31-07-2019 19:08,0.39,0
516,31-07-2019 19:08,0.383,0
517,31-07-2019 19:08,0.39,0
518,31-07-2019 19:08,0.384,0
519,31-07-2019 19:08,0.388,0
520,31-07-2019 19:08,0.391,0
521,31-07-2019 19:08,0.388,0
522,31-07-2019 19:08,0.387,0
523,31-07-2019 19:08,0.391,0
524,31-07-2019 19:08,0.389,0
525,31-07-2019 19:08,0.389,0
526,31-07-2019 19:08,0.388,0
527,31-07-2019 19:08,0.391,0
528,31-07-2019 19:08,0.389,0
529,31-07-2019 19:08,0.393,0
530,31-07-2019 19:08,0.39,0
531,31-07-2019 19:08,0.392,0
532,31-07-2019 19:08,0.391,0
533,31-07-2019 19:08,0.389,0
534,31-07-2019 19:08,0.387,0
535,31-07-2019 19:08,0.399,0
536,31-07-2019 19:08,0.39,0
537,31-07-2019 19:08,0.396,0
538,31-07-2019 19:08,0.39,0
539,31-07-2019 19:08,0.393,0
540,31-07-2019 19:08,0.392,0
541,31-07-2019 19:08,0.392,0
542,31-07-2019 19:08,0.395,0
543,31-07-2019 19:08,0.392,0
544,31-07-2019 19:08,0.397,0
545,31-07-2019 19:08,0.398,0
546,31-07-2019 19:08,0.396,0
547,31-07-2019 19:08,0.394,0
548,31-07-2019 19:08,0.396,0
549,31-07-2019 19:08,0.395,0
550,31-07-2019 19:08,0.399,0
551,31-07-2019 19:08,0.396,0
552,31-07-2019 19:09,0.397,0
553,31-07-2019 19:09,0.394,0
554,31-07-2019 19:09,0.402,0
555,31-07-2019 19:09,0.397,0
556,31-07-2019 19:09,0.406,0
557,31-07-2019 19:09,0.402,0
558,31-07-2019 19:09,0.405,0
559,31-07-2019 19:09,0.401,0
560,31-07-2019 19:09,0.398,0
561,31-07-2019 19:09,0.396,0
562,31-07-2019 19:09,0.403,0
563,31-07-2019 19:09,0.401,0
564,31-07-2019 19:09,0.402,0
565,31-07-2019 19:09,0.401,0
566,31-07-2019 19:09,0.402,0
567,31-07-2019 19:09,0.396,0
568,31-07-2019 19:09,0.4,0
569,31-07-2019 19:09,0.391,0
570,31-07-2019 19:09,0.399,0
571,31-07-2019 19:09,0.4,0
572,31-07-2019 19:09,0.399,0
573,31-07-2019 19:09,0.399,0
574,31-07-2019 19:09,0.399,0
575,31-07-2019 19:09,0.396,0
576,31-07-2019 19:09,0.401,0
577,31-07-2019 19:09,0.401,0
578,31-07-2019 19:09,0.403,0
579,31-07-2019 19:09,0.402,0
580,31-07-2019 19:09,0.403,0
581,31-07-2019 19:09,0.398,0
582,31-07-2019 19:09,0.4,0
583,31-07-2019 19:09,0.402,0
584,31-07-2019 19:09,0.407,0
585,31-07-2019 19:09,0.398,0
586,31-07-2019 19:09,0.409,0
587,31-07-2019 19:09,0.402,0
588,31-07-2019 19:09,0.406,0
589,31-07-2019 19:09,0.399,0
590,31-07-2019 19:09,0.403,0
591,31-07-2019 19:09,0.4,0
592,31-07-2019 19:09,0.409,0
593,31-07-2019 19:09,0.402,0
594,31-07-2019 19:09,0.403,0
595,31-07-2019 19:09,0.401,0
596,31-07-2019 19:09,0.406,0
597,31-07-2019 19:09,0.401,0
598,31-07-2019 19:09,0.409,0
599,31-07-2019 19:09,0.407,0
600,31-07-2019 19:09,0.405,0
601,31-07-2019 19:09,0.404,0
602,31-07-2019 19:09,0.407,0
603,31-07-2019 19:09,0.402,0
604,31-07-2019 19:09,0.411,0
605,31-07-2019 19:09,0.402,0
606,31-07-2019 19:09,0.41,0
607,31-07-2019 19:09,0.408,0
608,31-07-2019 19:09,0.41,0
609,31-07-2019 19:09,0.406,0
610,31-07-2019 19:09,0.412,0
611,31-07-2019 19:09,0.421,0
612,31-07-2019 19:10,0.46,0
613,31-07-2019 19:10,0.466,0
614,31-07-2019 19:10,0.424,0
615,31-07-2019 19:10,0.393,0
616,31-07-2019 19:10,0.37,0
617,31-07-2019 19:10,0.37,0
618,31-07-2019 19:10,0.41,0
619,31-07-2019 19:10,0.41,0
620,31-07-2019 19:10,0.412,0
621,31-07-2019 19:10,0.406,0
622,31-07-2019 19:10,0.415,0
623,31-07-2019 19:10,0.407,0
624,31-07-2019 19:10,0.415,0
625,31-07-2019 19:10,0.412,0
626,31-07-2019 19:10,0.416,0
627,31-07-2019 19:10,0.411,0
628,31-07-2019 19:10,0.423,0
629,31-07-2019 19:10,0.412,0
630,31-07-2019 19:10,0.417,0
631,31-07-2019 19:10,0.413,0
632,31-07-2019 19:10,0.418,0
633,31-07-2019 19:10,0.415,0
634,31-07-2019 19:10,0.434,0
635,31-07-2019 19:10,0.461,0
636,31-07-2019 19:10,0.473,0
637,31-07-2019 19:10,0.433,0
638,31-07-2019 19:10,0.408,0
639,31-07-2019 19:10,0.377,0
640,31-07-2019 19:10,0.392,0
641,31-07-2019 19:10,0.415,0
642,31-07-2019 19:10,0.418,0
643,31-07-2019 19:10,0.413,0
644,31-07-2019 19:10,0.418,0
645,31-07-2019 19:10,0.416,0
646,31-07-2019 19:10,0.424,0
647,31-07-2019 19:10,0.418,0
648,31-07-2019 19:10,0.424,0
649,31-07-2019 19:10,0.42,0
650,31-07-2019 19:10,0.425,0
651,31-07-2019 19:10,0.418,0
652,31-07-2019 19:10,0.426,0
653,31-07-2019 19:10,0.417,0
654,31-07-2019 19:10,0.429,0
655,31-07-2019 19:10,0.421,0
656,31-07-2019 19:10,0.425,0
657,31-07-2019 19:10,0.419,0
658,31-07-2019 19:10,0.432,0
659,31-07-2019 19:10,0.419,0
660,31-07-2019 19:10,0.426,0
661,31-07-2019 19:10,0.421,0
662,31-07-2019 19:10,0.434,0
663,31-07-2019 19:10,0.42,0
664,31-07-2019 19:10,0.433,0
665,31-07-2019 19:10,0.422,0
666,31-07-2019 19:10,0.434,0
667,31-07-2019 19:10,0.423,0
668,31-07-2019 19:10,0.434,0
669,31-07-2019 19:10,0.425,0
670,31-07-2019 19:10,0.434,0
671,31-07-2019 19:10,0.426,0
672,31-07-2019 19:11,0.437,0
673,31-07-2019 19:11,0.432,0
674,31-07-2019 19:11,0.437,0
675,31-07-2019 19:11,0.427,0
676,31-07-2019 19:11,0.444,0
677,31-07-2019 19:11,0.456,0
678,31-07-2019 19:11,0.461,0
679,31-07-2019 19:11,0.431,0
680,31-07-2019 19:11,0.437,0
681,31-07-2019 19:11,0.429,0
682,31-07-2019 19:11,0.439,0
683,31-07-2019 19:11,0.429,0
684,31-07-2019 19:11,0.44,0
685,31-07-2019 19:11,0.43,0
686,31-07-2019 19:11,0.441,0
687,31-07-2019 19:11,0.432,0
688,31-07-2019 19:11,0.442,0
689,31-07-2019 19:11,0.435,0
690,31-07-2019 19:11,0.442,0
691,31-07-2019 19:11,0.435,0
692,31-07-2019 19:11,0.447,0
693,31-07-2019 19:11,0.433,0
694,31-07-2019 19:11,0.446,0
695,31-07-2019 19:11,0.433,0
696,31-07-2019 19:11,0.448,0
697,31-07-2019 19:11,0.441,0
698,31-07-2019 19:11,0.446,0
699,31-07-2019 19:11,0.438,0
700,31-07-2019 19:11,0.447,0
701,31-07-2019 19:11,0.437,0
702,31-07-2019 19:11,0.45,0
703,31-07-2019 19:11,0.441,0
704,31-07-2019 19:11,0.449,0
705,31-07-2019 19:11,0.439,0
706,31-07-2019 19:11,0.454,0
707,31-07-2019 19:11,0.444,0
708,31-07-2019 19:11,0.454,0
709,31-07-2019 19:11,0.444,0
710,31-07-2019 19:11,0.454,0
711,31-07-2019 19:11,0.443,0
712,31-07-2019 19:11,0.457,0
713,31-07-2019 19:11,0.445,0
714,31-07-2019 19:11,0.461,0
715,31-07-2019 19:11,0.45,0
716,31-07-2019 19:11,0.458,0
717,31-07-2019 19:11,0.449,0
718,31-07-2019 19:11,0.461,0
719,31-07-2019 19:11,0.614,0
720,31-07-2019 19:11,1.44,0
721,31-07-2019 19:11,0.731,0
722,31-07-2019 19:11,0.643,0
723,31-07-2019 19:11,0.635,0
724,31-07-2019 19:11,0.647,0
725,31-07-2019 19:11,0.637,0
726,31-07-2019 19:11,0.645,0
727,31-07-2019 19:11,0.637,0
728,31-07-2019 19:11,0.643,0
729,31-07-2019 19:11,0.64,0
730,31-07-2019 19:11,0.644,0
731,31-07-2019 19:11,0.636,0
732,31-07-2019 19:12,0.646,0
733,31-07-2019 19:12,0.634,0
734,31-07-2019 19:12,0.641,0
